Epoch,price
2021-05-19,292.2419625862235
2021-05-20,291.9925677667577
2021-05-21,292.18084494778725
2021-05-24,293.0993852560834
2021-05-25,293.4202410443273
2021-05-26,293.7411708440157
2021-05-27,294.0803742366333
2021-05-28,294.42310802752894
2021-06-01,295.6842252725432
2021-06-02,295.9932219425169
2021-06-03,296.280326235925
2021-06-04,296.62355633887114
2021-06-07,297.5176717617438
2021-06-08,297.76209655175984
2021-06-09,298.020928674852
2021-06-10,298.2848544221366
2021-06-11,298.55289406869724
2021-06-14,299.3869907098716
2021-06-15,299.66280960171264
2021-06-16,299.9238909928389
2021-06-17,300.1736960419711
2021-06-18,300.28476127591455
2021-06-21,300.53878442148
2021-06-22,300.723153873449
2021-06-23,300.90272037411387
2021-06-24,301.1285558385511
2021-06-25,301.36781579362855
2021-06-28,301.9141256021456
2021-06-29,302.183714687108
2021-06-30,302.4431608614728
2021-07-01,302.74147961295824
2021-07-02,303.1089819190473
2021-07-06,303.9949401555367
2021-07-07,304.225022920345
2021-07-08,304.44391140413296
2021-07-09,304.7107848037298
2021-07-12,305.51769320178397
2021-07-13,305.79121268999893
2021-07-14,306.05783755000976
2021-07-15,306.31244586723693
2021-07-16,306.5811615711018
2021-07-19,307.3440600741264
2021-07-20,307.58425848715586
2021-07-21,307.7947945187534
2021-07-22,307.9958308127365
2021-07-23,308.25606022391247
2021-07-26,309.14013526691167
2021-07-27,309.4759796920012
2021-07-28,309.7635715749458
2021-07-29,310.0601111083462
2021-07-30,310.3884799968261
2021-08-02,311.3493207799059
2021-08-03,311.48545182925335
2021-08-04,311.7279578670395
2021-08-05,312.0309532340707
2021-08-06,312.5037130519852
2021-08-09,313.84031980129004
2021-08-10,314.31411481462186
2021-08-11,314.6651295969626
2021-08-12,314.9981538199832
2021-08-13,315.3421620530871
2021-08-16,316.4274245737178
2021-08-17,316.7570331683912
2021-08-18,317.06100594383423
2021-08-19,317.37204044343883
2021-08-20,317.81392533451896
2021-08-23,318.9460676702951
2021-08-24,319.3128598975853
2021-08-25,319.61097736106314
2021-08-26,319.93495776903853
2021-08-27,320.2339780181369
2021-08-30,321.2715297510299
2021-08-31,321.62527415829277
2021-09-01,322.0365025603973
2021-09-02,322.61919262801246
2021-09-03,323.07861068221746
2021-09-07,325.0148784690389
2021-09-08,325.2980455339851
2021-09-09,325.5905762181717
2021-09-10,325.8983590241971
2021-09-13,326.88498032347354
2021-09-14,327.22200582500204
2021-09-15,327.52805268988504
2021-09-16,327.8417068825062
2021-09-17,328.1498648621614
2021-09-20,329.0440597018505
2021-09-21,329.3328252310287
2021-09-22,329.6190970928983
2021-09-23,329.895725105777
2021-09-24,330.1784164348062
2021-09-27,331.05806332211694
2021-09-28,331.3644952374237
2021-09-29,331.66203917914913
2021-09-30,331.9622843751889
2021-10-01,332.2657902880235
2021-10-04,333.2281633196754
2021-10-05,333.59684719450036
2021-10-06,333.95103666941816
2021-10-07,334.34859606844935
2021-10-08,334.8082061704575
2021-10-11,336.1581012910026
2021-10-12,336.7033097810411
2021-10-13,337.0893767911423
2021-10-14,337.592221296064
2021-10-15,338.2010735550656
2021-10-18,339.82045874193057
2021-10-19,340.2456400650484
2021-10-20,340.73697514604385
2021-10-21,341.5950896733117
2021-10-22,342.22066422360933
2021-10-25,343.64302298655434
2021-10-26,344.18626647694754
2021-10-27,344.6012765476121
2021-10-28,345.00243352913617
2021-10-29,345.695792291402
2021-11-01,347.3736822713256
2021-11-02,347.8666025290367
2021-11-03,348.414758665435
2021-11-04,348.88207470854513
2021-11-05,349.25527235727213
2021-11-08,350.5746450057786
2021-11-09,351.2374252556292
2021-11-10,351.8247648257079
2021-11-11,352.23443121373055
2021-11-12,352.70170571505287
2021-11-15,353.7140535757564
2021-11-16,354.0300121836662
2021-11-17,354.33751750497214
2021-11-18,354.6528535737712
2021-11-19,354.9367632579624
